"","CITY","COUNTY","PIN","YEAR","NUMSTUDS","WHITE","BLACK","DISTRICT","YEAR_LIFTED","region","DISMISSED","PRIVATE"
"222","BESSEMER","JEFFERSON COUNTY","02000541","2001",69,61,8,"BESSEMER CITY","2006","CITY",1,1
"223","BESSEMER","JEFFERSON COUNTY","00000292","1993",157,116,38,"BESSEMER CITY","2006","CITY",1,1
"224","BESSEMER","JEFFERSON COUNTY","00000849","2009",291,136,37,"BESSEMER CITY","2006","CITY",1,1
"225","BESSEMER","JEFFERSON COUNTY","00001853","1995",130,98,22,"BESSEMER CITY","2006","CITY",1,1
"226","BESSEMER","JEFFERSON COUNTY","A1170098","2013",6,0,6,"BESSEMER CITY","2006","CITY",1,1
"227","BESSEMER","JEFFERSON COUNTY","00001219","2003",1,0,1,"BESSEMER CITY","2006","CITY",1,1
"228","BESSEMER","JEFFERSON COUNTY","A0100407","2001",57,54,0,"BESSEMER CITY","2006","CITY",1,1
"229","BESSEMER","JEFFERSON COUNTY","A0100407","2005",38,0,38,"BESSEMER CITY","2006","CITY",1,1
"230","BESSEMER","JEFFERSON COUNTY","A0100036","2009",13,0,11,"BESSEMER CITY","2006","CITY",1,1
"231","BESSEMER","JEFFERSON COUNTY","00000281","1995",96,1,95,"BESSEMER CITY","2006","CITY",1,1
"232","BESSEMER","JEFFERSON COUNTY","00001219","1993",42,0,42,"BESSEMER CITY","2006","CITY",1,1
"233","BESSEMER","JEFFERSON COUNTY","01608822","2001",161,118,43,"BESSEMER CITY","2006","CITY",1,1
"234","BESSEMER","JEFFERSON COUNTY","02000541","2013",31,2,29,"BESSEMER CITY","2006","CITY",1,1
"235","BESSEMER","JEFFERSON COUNTY","A0900042","2009",7,7,0,"BESSEMER CITY","2006","CITY",1,1
"236","BESSEMER","JEFFERSON COUNTY","00001853","2013",26,13,13,"BESSEMER CITY","2006","CITY",1,1
"237","BESSEMER","JEFFERSON COUNTY","A0100036","2005",24,0,24,"BESSEMER CITY","2006","CITY",1,1
"238","BESSEMER","JEFFERSON COUNTY","00001219","2001",8,0,8,"BESSEMER CITY","2006","CITY",1,1
"239","BESSEMER","JEFFERSON COUNTY","02000541","1993",50,50,0,"BESSEMER CITY","2006","CITY",1,1
"240","BESSEMER","JEFFERSON COUNTY","02000541","1995",80,79,0,"BESSEMER CITY","2006","CITY",1,1
"241","BESSEMER","JEFFERSON COUNTY","00000849","2013",307,246,61,"BESSEMER CITY","2006","CITY",1,1
"242","BESSEMER","JEFFERSON COUNTY","A0900070","2013",42,42,0,"BESSEMER CITY","2006","CITY",1,1
"243","BESSEMER","JEFFERSON COUNTY","AA000695","1993",15,15,0,"BESSEMER CITY","2006","CITY",1,1
"244","BESSEMER","JEFFERSON COUNTY","A0700017","2011",55,0,55,"BESSEMER CITY","2006","CITY",1,1
"245","BESSEMER","JEFFERSON COUNTY","02000541","1999",72,64,8,"BESSEMER CITY","2006","CITY",1,1
"246","BESSEMER","JEFFERSON COUNTY","02000541","2005",135,31,104,"BESSEMER CITY","2006","CITY",1,1
"247","BESSEMER","JEFFERSON COUNTY","00000292","2011",140,70,64,"BESSEMER CITY","2006","CITY",1,1
"248","BESSEMER","JEFFERSON COUNTY","00000292","2005",178,111,60,"BESSEMER CITY","2006","CITY",1,1
"249","BESSEMER","JEFFERSON COUNTY","00000281","1993",135,135,0,"BESSEMER CITY","2006","CITY",1,1
"250","BESSEMER","JEFFERSON COUNTY","A0100036","2013",6,0,6,"BESSEMER CITY","2006","CITY",1,1
"251","BESSEMER","JEFFERSON COUNTY","01608822","1993",60,48,12,"BESSEMER CITY","2006","CITY",1,1
"252","BESSEMER","JEFFERSON COUNTY","01608822","2011",249,128,114,"BESSEMER CITY","2006","CITY",1,1
"253","BESSEMER","JEFFERSON COUNTY","00000281","1997",93,1,89,"BESSEMER CITY","2006","CITY",1,1
"254","BESSEMER","JEFFERSON COUNTY","00000292","2009",115,77,34,"BESSEMER CITY","2006","CITY",1,1
"255","BESSEMER","JEFFERSON COUNTY","A0900070","2009",23,23,0,"BESSEMER CITY","2006","CITY",1,1
"256","BESSEMER","JEFFERSON COUNTY","01608822","1999",188,148,40,"BESSEMER CITY","2006","CITY",1,1
"257","BESSEMER","JEFFERSON COUNTY","02000541","2009",100,4,96,"BESSEMER CITY","2006","CITY",1,1
"258","BESSEMER","JEFFERSON COUNTY","00001853","1999",157,126,31,"BESSEMER CITY","2006","CITY",1,1
"259","BESSEMER","JEFFERSON COUNTY","00001219","1999",24,4,20,"BESSEMER CITY","2006","CITY",1,1
"260","BESSEMER","JEFFERSON COUNTY","BB100020","2009",15,0,15,"BESSEMER CITY","2006","CITY",1,1
"261","BESSEMER","JEFFERSON COUNTY","00001853","1993",140,106,24,"BESSEMER CITY","2006","CITY",1,1
"262","BESSEMER","JEFFERSON COUNTY","00000292","2007",149,103,37,"BESSEMER CITY","2006","CITY",1,1
"263","BESSEMER","JEFFERSON COUNTY","01608822","1997",144,111,33,"BESSEMER CITY","2006","CITY",1,1
"264","BESSEMER","JEFFERSON COUNTY","00000849","1999",348,330,15,"BESSEMER CITY","2006","CITY",1,1
"265","BESSEMER","JEFFERSON COUNTY","A0900070","2011",31,31,0,"BESSEMER CITY","2006","CITY",1,1
"266","BESSEMER","JEFFERSON COUNTY","00000849","1993",246,245,1,"BESSEMER CITY","2006","CITY",1,1
"267","BESSEMER","JEFFERSON COUNTY","00000849","2005",372,331,40,"BESSEMER CITY","2006","CITY",1,1
"268","BESSEMER","JEFFERSON COUNTY","00001853","2003",76,52,21,"BESSEMER CITY","2006","CITY",1,1
"269","BESSEMER","JEFFERSON COUNTY","A0300040","2003",117,104,6,"BESSEMER CITY","2006","CITY",1,1
"270","BESSEMER","JEFFERSON COUNTY","00000292","2003",180,125,50,"BESSEMER CITY","2006","CITY",1,1
"271","BESSEMER","JEFFERSON COUNTY","A0700017","2007",99,0,98,"BESSEMER CITY","2006","CITY",1,1
"272","BESSEMER","JEFFERSON COUNTY","00001219","1997",33,0,33,"BESSEMER CITY","2006","CITY",1,1
"273","BESSEMER","JEFFERSON COUNTY","00000849","1995",390,388,2,"BESSEMER CITY","2006","CITY",1,1
"274","BESSEMER","JEFFERSON COUNTY","00000849","2003",472,403,67,"BESSEMER CITY","2006","CITY",1,1
"275","BESSEMER","JEFFERSON COUNTY","A0100407","2003",51,0,51,"BESSEMER CITY","2006","CITY",1,1
"276","BESSEMER","JEFFERSON COUNTY","00001853","1997",141,113,28,"BESSEMER CITY","2006","CITY",1,1
"277","BESSEMER","JEFFERSON COUNTY","01608822","1995",101,92,9,"BESSEMER CITY","2006","CITY",1,1
"278","BESSEMER","JEFFERSON COUNTY","A0900042","2013",26,24,0,"BESSEMER CITY","2006","CITY",1,1
"279","BESSEMER","JEFFERSON COUNTY","00000849","1997",327,312,10,"BESSEMER CITY","2006","CITY",1,1
"280","BESSEMER","JEFFERSON COUNTY","A0500009","2009",183,178,5,"BESSEMER CITY","2006","CITY",1,1
"281","BESSEMER","JEFFERSON COUNTY","00000849","2001",400,368,32,"BESSEMER CITY","2006","CITY",1,1
"282","BESSEMER","JEFFERSON COUNTY","01608822","2007",359,207,99,"BESSEMER CITY","2006","CITY",1,1
"283","BESSEMER","JEFFERSON COUNTY","00000849","2011",280,224,56,"BESSEMER CITY","2006","CITY",1,1
"284","BESSEMER","JEFFERSON COUNTY","A0700017","2013",103,0,102,"BESSEMER CITY","2006","CITY",1,1
"285","BESSEMER","JEFFERSON COUNTY","00001853","2011",100,90,2,"BESSEMER CITY","2006","CITY",1,1
"286","BESSEMER","JEFFERSON COUNTY","A0100036","2007",7,0,7,"BESSEMER CITY","2006","CITY",1,1
"287","BHANR","CALHOUN COUNTY","00001616","1997",359,314,25,"CALHOUN COUNTY","STILL OPEN","COUNTY",0,1
"288","BHANR","CALHOUN COUNTY","00001616","1999",363,314,24,"CALHOUN COUNTY","STILL OPEN","COUNTY",0,1
"289","BIRINGHAM","JEFFERSON COUNTY","A0770131","2007",15,15,0,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"290","BIRMINGHAM","CALHOUN COUNTY","00001616","1995",348,302,22,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"291","BIRMINGHAM","CALHOUN COUNTY","00001616","1993",302,266,11,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"292","BIRMINGHAM","CALHOUN COUNTY","00001616","2001",385,333,33,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"293","BIRMINGHAM","CALHOUN COUNTY","00001616","2011",314,130,9,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"294","BIRMINGHAM","CALHOUN COUNTY","00001616","2007",379,308,49,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"295","BIRMINGHAM","JEFFERSON COUNTY","00000215","2013",151,0,151,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"296","BIRMINGHAM","JEFFERSON COUNTY","A0100254","2003",13,13,0,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"297","BIRMINGHAM","JEFFERSON COUNTY","00003216","1995",188,0,188,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"298","BIRMINGHAM","JEFFERSON COUNTY","A9100125","1995",47,21,24,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"299","BIRMINGHAM","JEFFERSON COUNTY","02000676","2009",191,3,188,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"300","BIRMINGHAM","JEFFERSON COUNTY","00000146","2007",234,203,12,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"301","BIRMINGHAM","JEFFERSON COUNTY","A0100008","2005",18,0,18,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"302","BIRMINGHAM","JEFFERSON COUNTY","A0100308","2003",121,0,121,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"303","BIRMINGHAM","JEFFERSON COUNTY","A0300031","2007",6,5,0,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"304","BIRMINGHAM","JEFFERSON COUNTY","A9900081","2009",94,94,0,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"305","BIRMINGHAM","JEFFERSON COUNTY","K9300015","2005",28,11,14,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"306","BIRMINGHAM","JEFFERSON COUNTY","02000574","2005",91,80,8,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"307","BIRMINGHAM","JEFFERSON COUNTY","00000088","2007",391,324,40,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"308","BIRMINGHAM","JEFFERSON COUNTY","00000088","1999",468,449,19,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"309","BIRMINGHAM","JEFFERSON COUNTY","A9100145","1995",75,0,75,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"310","BIRMINGHAM","JEFFERSON COUNTY","00000146","2013",172,125,32,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"311","BIRMINGHAM","JEFFERSON COUNTY","00000204","2001",182,117,49,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"312","BIRMINGHAM","JEFFERSON COUNTY","00000215","2007",197,0,197,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"313","BIRMINGHAM","JEFFERSON COUNTY","A9300003","1995",163,0,163,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"314","BIRMINGHAM","JEFFERSON COUNTY","00000248","2001",223,0,223,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"315","BIRMINGHAM","JEFFERSON COUNTY","A9300003","2005",168,0,168,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"316","BIRMINGHAM","JEFFERSON COUNTY","A9300003","2009",133,0,133,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"317","BIRMINGHAM","JEFFERSON COUNTY","01925885","1995",601,530,59,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"318","BIRMINGHAM","JEFFERSON COUNTY","00000204","1995",262,220,40,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"319","BIRMINGHAM","JEFFERSON COUNTY","00000248","2009",100,1,94,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"320","BIRMINGHAM","JEFFERSON COUNTY","00002609","1995",235,151,81,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"321","BIRMINGHAM","JEFFERSON COUNTY","01925885","2007",384,133,247,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"322","BIRMINGHAM","JEFFERSON COUNTY","A0100027","2005",29,28,1,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"323","BIRMINGHAM","JEFFERSON COUNTY","00000226","1993",807,679,111,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"324","BIRMINGHAM","JEFFERSON COUNTY","A0100227","2003",29,3,26,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"325","BIRMINGHAM","JEFFERSON COUNTY","A0100412","2007",410,200,200,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"326","BIRMINGHAM","JEFFERSON COUNTY","A0100059","2007",7,0,7,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"327","BIRMINGHAM","JEFFERSON COUNTY","00000226","2001",835,572,242,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"328","BIRMINGHAM","JEFFERSON COUNTY","K9300017","1993",12,11,1,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"329","BIRMINGHAM","JEFFERSON COUNTY","00002609","2005",205,76,124,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"330","BIRMINGHAM","JEFFERSON COUNTY","A9500008","2007",199,1,198,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"331","BIRMINGHAM","JEFFERSON COUNTY","01612646","1995",43,38,5,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"332","BIRMINGHAM","JEFFERSON COUNTY","A0100006","2003",5,3,2,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"333","BIRMINGHAM","JEFFERSON COUNTY","01926153","1995",61,50,10,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"334","BIRMINGHAM","JEFFERSON COUNTY","A9100115","1995",46,0,46,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"335","BIRMINGHAM","JEFFERSON COUNTY","00000179","1993",248,236,0,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"336","BIRMINGHAM","JEFFERSON COUNTY","00000838","1995",23,12,11,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"337","BIRMINGHAM","JEFFERSON COUNTY","A9703774","2007",8,8,0,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"338","BIRMINGHAM","JEFFERSON COUNTY","A9100142","1995",11,11,0,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"339","BIRMINGHAM","JEFFERSON COUNTY","00000248","1993",273,0,273,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"340","BIRMINGHAM","JEFFERSON COUNTY","00000157","2001",150,5,141,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"341","BIRMINGHAM","JEFFERSON COUNTY","00000215","2001",191,22,168,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"342","BIRMINGHAM","JEFFERSON COUNTY","00000215","1999",198,0,198,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"343","BIRMINGHAM","JEFFERSON COUNTY","00000226","1995",900,759,124,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"344","BIRMINGHAM","JEFFERSON COUNTY","00000146","1993",162,144,6,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"345","BIRMINGHAM","JEFFERSON COUNTY","00000248","1999",292,0,292,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"346","BIRMINGHAM","JEFFERSON COUNTY","A9703769","2009",88,61,12,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"347","BIRMINGHAM","JEFFERSON COUNTY","K9300017","1995",10,9,0,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"348","BIRMINGHAM","JEFFERSON COUNTY","00000237","1995",195,0,195,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"349","BIRMINGHAM","JEFFERSON COUNTY","A0100006","2005",3,1,2,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"350","BIRMINGHAM","JEFFERSON COUNTY","A0100146","2003",80,40,40,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"351","BIRMINGHAM","JEFFERSON COUNTY","A9900054","2009",102,90,9,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"352","BIRMINGHAM","JEFFERSON COUNTY","00000248","2007",146,1,139,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"353","BIRMINGHAM","JEFFERSON COUNTY","A9900042","2007",96,1,94,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"354","BIRMINGHAM","JEFFERSON COUNTY","A9302393","2009",69,58,11,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"355","BIRMINGHAM","JEFFERSON COUNTY","A9900081","2007",95,95,0,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"356","BIRMINGHAM","JEFFERSON COUNTY","A0100380","2003",15,0,15,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"357","BIRMINGHAM","JEFFERSON COUNTY","00003216","2005",188,1,182,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"358","BIRMINGHAM","JEFFERSON COUNTY","A9302393","1995",21,8,12,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"359","BIRMINGHAM","JEFFERSON COUNTY","A0509003","2013",63,0,62,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"360","BIRMINGHAM","JEFFERSON COUNTY","A9703734","1997",10,5,5,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"361","BIRMINGHAM","JEFFERSON COUNTY","00003216","2007",83,1,82,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"362","BIRMINGHAM","JEFFERSON COUNTY","00000248","1995",302,0,301,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"363","BIRMINGHAM","JEFFERSON COUNTY","02000574","1995",145,105,32,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"364","BIRMINGHAM","JEFFERSON COUNTY","00000248","2013",67,2,63,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"365","BIRMINGHAM","JEFFERSON COUNTY","00002052","2007",251,221,22,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"366","BIRMINGHAM","JEFFERSON COUNTY","00000146","2001",225,177,25,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"367","BIRMINGHAM","JEFFERSON COUNTY","A9900068","2009",39,12,27,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"368","BIRMINGHAM","JEFFERSON COUNTY","00000179","2001",204,175,9,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"369","BIRMINGHAM","JEFFERSON COUNTY","00000769","1993",284,247,30,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"370","BIRMINGHAM","JEFFERSON COUNTY","00000215","2009",155,1,150,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"371","BIRMINGHAM","JEFFERSON COUNTY","A0100338","2003",10,8,2,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"372","BIRMINGHAM","JEFFERSON COUNTY","01925885","2009",367,117,224,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"373","BIRMINGHAM","JEFFERSON COUNTY","00000157","1993",208,10,195,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"374","BIRMINGHAM","JEFFERSON COUNTY","00003078","1995",576,538,25,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"375","BIRMINGHAM","JEFFERSON COUNTY","A9100164","1993",127,54,49,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"376","BIRMINGHAM","JEFFERSON COUNTY","00000204","1993",245,204,36,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"377","BIRMINGHAM","JEFFERSON COUNTY","00000215","1993",204,0,204,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"378","BIRMINGHAM","JEFFERSON COUNTY","A0100227","2011",7,0,7,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"379","BIRMINGHAM","JEFFERSON COUNTY","A9900054","2007",130,118,7,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"380","BIRMINGHAM","JEFFERSON COUNTY","A0100308","2011",67,0,67,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"381","BIRMINGHAM","JEFFERSON COUNTY","A0900029","2009",51,23,20,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"382","BIRMINGHAM","JEFFERSON COUNTY","A9900031","2007",28,28,0,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"383","BIRMINGHAM","JEFFERSON COUNTY","00001263","1995",84,77,7,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"384","BIRMINGHAM","JEFFERSON COUNTY","A9100125","1993",54,35,15,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"385","BIRMINGHAM","JEFFERSON COUNTY","A0700011","2011",14,10,3,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"386","BIRMINGHAM","JEFFERSON COUNTY","00001398","2005",100,98,0,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"387","BIRMINGHAM","JEFFERSON COUNTY","A9900081","2003",112,110,0,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"388","BIRMINGHAM","JEFFERSON COUNTY","A9500008","1995",48,0,48,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"389","BIRMINGHAM","JEFFERSON COUNTY","A9900032","2009",27,4,23,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"390","BIRMINGHAM","JEFFERSON COUNTY","K9500002","1995",4,4,0,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"391","BIRMINGHAM","JEFFERSON COUNTY","00000088","2001",450,408,35,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"392","BIRMINGHAM","JEFFERSON COUNTY","A9302015","1999",37,0,37,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"393","BIRMINGHAM","JEFFERSON COUNTY","A0100412","2005",1920,937,938,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"394","BIRMINGHAM","JEFFERSON COUNTY","02000676","2005",191,10,180,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"395","BIRMINGHAM","JEFFERSON COUNTY","A0500036","2011",6,0,6,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"396","BIRMINGHAM","JEFFERSON COUNTY","K9300016","1993",17,16,1,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"397","BIRMINGHAM","JEFFERSON COUNTY","00000179","1995",237,225,0,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"398","BIRMINGHAM","JEFFERSON COUNTY","00000237","1999",169,100,69,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"399","BIRMINGHAM","JEFFERSON COUNTY","02000621","1993",35,35,0,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"400","BIRMINGHAM","JEFFERSON COUNTY","00001398","1995",97,97,0,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"401","BIRMINGHAM","JEFFERSON COUNTY","00000204","2009",88,23,53,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"402","BIRMINGHAM","JEFFERSON COUNTY","00000769","2001",286,233,47,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"403","BIRMINGHAM","JEFFERSON COUNTY","AA000153","1993",18,11,5,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"404","BIRMINGHAM","JEFFERSON COUNTY","02000621","1995",26,26,0,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"405","BIRMINGHAM","JEFFERSON COUNTY","A0100059","2003",30,1,29,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"406","BIRMINGHAM","JEFFERSON COUNTY","02000676","1995",195,123,72,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"407","BIRMINGHAM","JEFFERSON COUNTY","00001376","2009",138,122,10,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"408","BIRMINGHAM","JEFFERSON COUNTY","00001933","2005",158,81,51,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"409","BIRMINGHAM","JEFFERSON COUNTY","00001194","1995",72,0,72,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"410","BIRMINGHAM","JEFFERSON COUNTY","00000226","1999",939,749,170,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"411","BIRMINGHAM","JEFFERSON COUNTY","00001376","2013",79,45,31,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"412","BIRMINGHAM","JEFFERSON COUNTY","A9900068","2011",31,11,17,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"413","BIRMINGHAM","JEFFERSON COUNTY","A9100142","1993",9,8,1,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"414","BIRMINGHAM","JEFFERSON COUNTY","00000168","1993",145,100,44,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"415","BIRMINGHAM","JEFFERSON COUNTY","00002052","1995",234,230,4,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"416","BIRMINGHAM","JEFFERSON COUNTY","K9500002","2007",18,16,1,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"417","BIRMINGHAM","JEFFERSON COUNTY","A9900068","2005",30,9,21,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"418","BIRMINGHAM","JEFFERSON COUNTY","A9703769","2007",102,82,14,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"419","BIRMINGHAM","JEFFERSON COUNTY","02000676","2013",191,2,188,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"420","BIRMINGHAM","JEFFERSON COUNTY","00000146","2011",173,139,20,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"421","BIRMINGHAM","JEFFERSON COUNTY","A9900032","2007",23,13,10,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"422","BIRMINGHAM","JEFFERSON COUNTY","00000179","2011",210,159,23,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"423","BIRMINGHAM","JEFFERSON COUNTY","K9300015","2007",16,7,8,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"424","BIRMINGHAM","JEFFERSON COUNTY","A9302013","1995",13,11,2,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"425","BIRMINGHAM","JEFFERSON COUNTY","A9900068","2003",34,17,17,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"426","BIRMINGHAM","JEFFERSON COUNTY","A9700022","2009",50,36,8,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"427","BIRMINGHAM","JEFFERSON COUNTY","A0100228","2005",25,0,25,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
"428","BIRMINGHAM","JEFFERSON COUNTY","K9300016","1995",15,15,0,"JEFFERSON COUNTY","STILL OPEN","COUNTY",0,1
