"","PIN","DISTRICT","YEAR","COUNTY","CITY","NUMSTUDS","WHITE","BLACK","YEAR_LIFTED","DISMISSED","region","PRIVATE"
"8731","4.9836403415355e-314","CONECUH COUNTY","1995","CONECUH COUNTY","EVERGREEN",337,90,245,"1979",1,"COUNTY",0
"8745","4.98364034252363e-314","CONECUH COUNTY","1995","CONECUH COUNTY","REPTON",285,88,196,"1979",1,"COUNTY",0
"8746","4.98364104212058e-314","CONECUH COUNTY","1995","CONECUH COUNTY","EVERGREEN",716,174,542,"1979",1,"COUNTY",0
"8923","4.98512254044928e-314","COOSA COUNTY","1995","COOSA COUNTY","ROCKFORD",391,186,205,"2006",1,"COUNTY",0
"8946","4.98512323065899e-314","COOSA COUNTY","1995","COOSA COUNTY","ROCKFORD",518,278,236,"2006",1,"COUNTY",0
"573","4.9436208567341e-314","ANDALUSIA CITY","1995","COVINGTON COUNTY","ANDALUSIA",551,406,142,"2002",1,"CITY",0
"592","4.94362085722817e-314","ANDALUSIA CITY","1995","COVINGTON COUNTY","ANDALUSIA",482,383,97,"2002",1,"CITY",0
"599","4.94362085624004e-314","ANDALUSIA CITY","1995","COVINGTON COUNTY","ANDALUSIA",456,341,115,"2002",1,"CITY",0
"613","4.94362085574597e-314","ANDALUSIA CITY","1995","COVINGTON COUNTY","ANDALUSIA",600,447,149,"2002",1,"CITY",0
"9145","4.98660457632141e-314","COVINGTON COUNTY","1995","COVINGTON COUNTY","FLORALA",163,130,31,"2006",1,"COUNTY",0
"9162","4.9866047418334e-314","COVINGTON COUNTY","1995","COVINGTON COUNTY","ANDALUSIA",561,547,14,"2006",1,"COUNTY",0
"9171","4.98660474084527e-314","COVINGTON COUNTY","1995","COVINGTON COUNTY","OPP",304,297,5,"2006",1,"COUNTY",0
"9172","4.98660474232747e-314","COVINGTON COUNTY","1995","COVINGTON COUNTY","RED LEVEL",774,619,152,"2006",1,"COUNTY",0
"9177","4.98660474133933e-314","COVINGTON COUNTY","1995","COVINGTON COUNTY","FLORALA",201,156,42,"2006",1,"COUNTY",0
"9180","4.98660474282153e-314","COVINGTON COUNTY","1995","COVINGTON COUNTY","ANDALUSIA",437,409,27,"2006",1,"COUNTY",0
"9181","4.98660470181408e-314","COVINGTON COUNTY","1995","COVINGTON COUNTY","ANDALUSIA",541,516,24,"2006",1,"COUNTY",0
"9182","4.9866047433156e-314","COVINGTON COUNTY","1995","COVINGTON COUNTY","LOCKHART",264,214,50,"2006",1,"COUNTY",0
"29136","5.06960812210947e-314","OPP CITY","1995","COVINGTON COUNTY","OPP",581,475,104,"2002",1,"CITY",0
"29160","5.06960812260353e-314","OPP CITY","1995","COVINGTON COUNTY","OPP",436,340,96,"2002",1,"CITY",0
"29161","5.0696081245798e-314","OPP CITY","1995","COVINGTON COUNTY","OPP",599,467,132,"2002",1,"CITY",0
"9249","4.98808694074719e-314","CRENSHAW COUNTY","1995","CRENSHAW COUNTY","BRANTLEY",600,381,217,"2006",1,"COUNTY",0
"9253","4.98808694222938e-314","CRENSHAW COUNTY","1995","CRENSHAW COUNTY","LUVERNE",1087,655,431,"2006",1,"COUNTY",0
"9263","4.98808694173532e-314","CRENSHAW COUNTY","1995","CRENSHAW COUNTY","HIGHLAND HOME",728,488,240,"2006",1,"COUNTY",0
"9355","4.98956911841615e-314","CULLMAN CITY","1995","CULLMAN COUNTY","CULLMAN",201,194,0,"2004",1,"CITY",0
"9356","4.98956913966097e-314","CULLMAN CITY","1995","CULLMAN COUNTY","CULLMAN",720,709,1,"2004",1,"CITY",0
"9357","4.98956914015504e-314","CULLMAN CITY","1995","CULLMAN COUNTY","CULLMAN",798,796,0,"2004",1,"CITY",0
"9387","4.9895691406491e-314","CULLMAN CITY","1995","CULLMAN COUNTY","CULLMAN",528,514,0,"2004",1,"CITY",0
"9388","4.98956914114317e-314","CULLMAN CITY","1995","CULLMAN COUNTY","CULLMAN",492,482,0,"2004",1,"CITY",0
"9674","4.99105134203322e-314","CULLMAN COUNTY","1995","CULLMAN COUNTY","HANCEVILLE",1137,1010,118,"STILL OPEN",0,"COUNTY",0
"9675","4.99105134252728e-314","CULLMAN COUNTY","1995","CULLMAN COUNTY","HOLLY POND",914,906,0,"STILL OPEN",0,"COUNTY",0
"9719","4.99105134450355e-314","CULLMAN COUNTY","1995","CULLMAN COUNTY","VINEMONT",1163,1161,0,"STILL OPEN",0,"COUNTY",0
"9720","4.99105134499761e-314","CULLMAN COUNTY","1995","CULLMAN COUNTY","CULLMAN",167,166,0,"STILL OPEN",0,"COUNTY",0
"9794","4.99105134153915e-314","CULLMAN COUNTY","1995","CULLMAN COUNTY","CULLMAN",1252,1233,3,"STILL OPEN",0,"COUNTY",0
"9797","4.99105134302135e-314","CULLMAN COUNTY","1995","CULLMAN COUNTY","CULLMAN",182,182,0,"STILL OPEN",0,"COUNTY",0
"9802","4.99105134549168e-314","CULLMAN COUNTY","1995","CULLMAN COUNTY","CULLMAN",1578,1568,1,"STILL OPEN",0,"COUNTY",0
"9803","4.99105189390454e-314","CULLMAN COUNTY","1995","CULLMAN COUNTY","CULLMAN",51,50,1,"STILL OPEN",0,"COUNTY",0
"9835","4.99105134104509e-314","CULLMAN COUNTY","1995","CULLMAN COUNTY","GARDEN CITY",130,130,0,"STILL OPEN",0,"COUNTY",0
"9840","4.99105134400948e-314","CULLMAN COUNTY","1995","CULLMAN COUNTY","LOGAN",128,127,0,"STILL OPEN",0,"COUNTY",0
"9870","4.99105133857476e-314","CULLMAN COUNTY","1995","CULLMAN COUNTY","BAILEYTON",234,234,0,"STILL OPEN",0,"COUNTY",0
"9871","4.99105133906882e-314","CULLMAN COUNTY","1995","CULLMAN COUNTY","BREMEN",881,878,0,"STILL OPEN",0,"COUNTY",0
"9902","4.99105134055102e-314","CULLMAN COUNTY","1995","CULLMAN COUNTY","CULLMAN",1415,1398,0,"STILL OPEN",0,"COUNTY",0
"10044","4.99253354292327e-314","DALE COUNTY","1995","DALE COUNTY","ARITON",453,382,71,"2005",1,"COUNTY",0
"10069","4.99253349005824e-314","DALE COUNTY","1995","DALE COUNTY","SKIPPERVILLE",354,301,49,"2005",1,"COUNTY",0
"10087","4.99253354341733e-314","DALE COUNTY","1995","DALE COUNTY","MIDLAND CITY",564,454,106,"2005",1,"COUNTY",0
"10116","4.99253354440546e-314","DALE COUNTY","1995","DALE COUNTY","MIDLAND CITY",439,334,103,"2005",1,"COUNTY",0
"10128","4.9925335439114e-314","DALE COUNTY","1995","DALE COUNTY","SKIPPERVILLE",299,264,33,"2005",1,"COUNTY",0
"10170","4.9925335453936e-314","DALE COUNTY","1995","DALE COUNTY","PINCKARD",353,274,75,"2005",1,"COUNTY",0
"10172","4.99253354489953e-314","DALE COUNTY","1995","DALE COUNTY","NEWTON",231,189,40,"2005",1,"COUNTY",0
"10249","4.99401634558527e-314","DALEVILLE CITY","1995","DALE COUNTY","DALEVILLE",624,374,180,"2002",1,"CITY",0
"10258","4.99401574282518e-314","DALEVILLE CITY","1995","DALE COUNTY","DALEVILLE",519,269,181,"2002",1,"CITY",0
"10278","4.99401642117732e-314","DALEVILLE CITY","1995","DALE COUNTY","DALEVILLE",647,429,191,"2002",1,"CITY",0
"16724","5.02810638256487e-314","HOUSTON COUNTY","1995","DALE COUNTY","NEWTON",777,728,46,"2008",1,"COUNTY",0
"29292","5.07109032299952e-314","OZARK CITY","1995","DALE COUNTY","OZARK",659,339,307,"2002",1,"CITY",0
"29293","5.07109032250545e-314","OZARK CITY","1995","DALE COUNTY","OZARK",992,599,367,"2002",1,"CITY",0
"29295","5.07109032497578e-314","OZARK CITY","1995","DALE COUNTY","OZARK",385,249,135,"2002",1,"CITY",0
"29297","5.07109032448171e-314","OZARK CITY","1995","DALE COUNTY","OZARK",615,352,254,"2002",1,"CITY",0
"29304","5.07109032349358e-314","OZARK CITY","1995","DALE COUNTY","OZARK",453,327,110,"2002",1,"CITY",0
"29392","5.07109056360949e-314","OZARK CITY","1995","DALE COUNTY","OZARK",235,133,97,"2002",1,"CITY",0
"10287","4.99549794025677e-314","DALLAS COUNTY","1995","DALLAS COUNTY","SELMA",390,117,273,"1977",1,"COUNTY",0
"10324","4.99549794322117e-314","DALLAS COUNTY","1995","DALLAS COUNTY","PLANTERSVILLE",202,152,50,"1977",1,"COUNTY",0
"10338","4.99549794371523e-314","DALLAS COUNTY","1995","DALLAS COUNTY","ORRVILLE",456,0,456,"1977",1,"COUNTY",0
"10369","4.99549794470336e-314","DALLAS COUNTY","1995","DALLAS COUNTY","ORRVILLE",247,0,246,"1977",1,"COUNTY",0
"10370","4.99549794519743e-314","DALLAS COUNTY","1995","DALLAS COUNTY","SARDIS",261,0,261,"1977",1,"COUNTY",0
"10405","4.99549794173897e-314","DALLAS COUNTY","1995","DALLAS COUNTY","ORRVILLE",245,0,245,"1977",1,"COUNTY",0
"10411","4.9954979456915e-314","DALLAS COUNTY","1995","DALLAS COUNTY","SELMA",822,37,785,"1977",1,"COUNTY",0
"10412","4.99549794618556e-314","DALLAS COUNTY","1995","DALLAS COUNTY","SELMA",449,45,404,"1977",1,"COUNTY",0
"10446","4.99549794124491e-314","DALLAS COUNTY","1995","DALLAS COUNTY","PLANTERSVILLE",806,552,253,"1977",1,"COUNTY",0
"10454","4.99549794667963e-314","DALLAS COUNTY","1995","DALLAS COUNTY","SELMA",382,2,380,"1977",1,"COUNTY",0
"10455","4.99549794717369e-314","DALLAS COUNTY","1995","DALLAS COUNTY","SELMA",468,379,89,"1977",1,"COUNTY",0
"10483","4.99549862700802e-314","DALLAS COUNTY","1995","DALLAS COUNTY","SELMA",298,21,277,"1977",1,"COUNTY",0
"31496","5.08739403032529e-314","SELMA CITY","1995","DALLAS COUNTY","SELMA",297,4,293,"1977",1,"CITY",0
"31497","5.08739452290874e-314","SELMA CITY","1995","DALLAS COUNTY","SELMA",345,146,197,"1977",1,"CITY",0
"31498","5.08739452340281e-314","SELMA CITY","1995","DALLAS COUNTY","SELMA",264,48,207,"1977",1,"CITY",0
"31581","5.08739452389687e-314","SELMA CITY","1995","DALLAS COUNTY","SELMA",271,0,271,"1977",1,"CITY",0
"31582","5.08739452488501e-314","SELMA CITY","1995","DALLAS COUNTY","SELMA",396,27,369,"1977",1,"CITY",0
"31583","5.08739452537907e-314","SELMA CITY","1995","DALLAS COUNTY","SELMA",539,34,504,"1977",1,"CITY",0
"31584","5.0873945263672e-314","SELMA CITY","1995","DALLAS COUNTY","SELMA",252,1,251,"1977",1,"CITY",0
"31585","5.08739452686127e-314","SELMA CITY","1995","DALLAS COUNTY","SELMA",322,260,57,"1977",1,"CITY",0
"31586","5.08739452735533e-314","SELMA CITY","1995","DALLAS COUNTY","SELMA",223,0,223,"1977",1,"CITY",0
"31601","5.08739452834346e-314","SELMA CITY","1995","DALLAS COUNTY","SELMA",1135,38,1093,"1977",1,"CITY",0
"31602","5.08739452883753e-314","SELMA CITY","1995","DALLAS COUNTY","SELMA",818,29,786,"1977",1,"CITY",0
"11120","4.99698014460528e-314","DEKALB COUNTY","1995","DEKALB COUNTY","FORT PAYNE",117,73,0,"2006",1,"COUNTY",0
"11121","4.99698014559341e-314","DEKALB COUNTY","1995","DEKALB COUNTY","CROSSVILLE",1036,949,0,"2006",1,"COUNTY",0
"11122","4.99698014707561e-314","DEKALB COUNTY","1995","DEKALB COUNTY","FYFFE",891,707,0,"2006",1,"COUNTY",0
"11161","4.99698014509935e-314","DEKALB COUNTY","1995","DEKALB COUNTY","COLLINSVILLE",476,336,52,"2006",1,"COUNTY",0
"11185","4.99698014905187e-314","DEKALB COUNTY","1995","DEKALB COUNTY","IDER",831,662,0,"2006",1,"COUNTY",0
"11186","4.99698015004e-314","DEKALB COUNTY","1995","DEKALB COUNTY","MENTONE",133,109,0,"2006",1,"COUNTY",0
"11210","4.99698014756968e-314","DEKALB COUNTY","1995","DEKALB COUNTY","GERALDINE",883,773,0,"2006",1,"COUNTY",0
"11211","4.99698014855781e-314","DEKALB COUNTY","1995","DEKALB COUNTY","HENAGAR",262,211,0,"2006",1,"COUNTY",0
"11216","4.9969801515222e-314","DEKALB COUNTY","1995","DEKALB COUNTY","SYLVANIA",894,741,0,"2006",1,"COUNTY",0
"11217","4.99698015201627e-314","DEKALB COUNTY","1995","DEKALB COUNTY","VALLEY HEAD",471,461,6,"2006",1,"COUNTY",0
"11227","4.99698015053407e-314","DEKALB COUNTY","1995","DEKALB COUNTY","RAINSVILLE",1123,848,0,"2006",1,"COUNTY",0
"11228","4.99698015102814e-314","DEKALB COUNTY","1995","DEKALB COUNTY","FORT PAYNE",168,106,0,"2006",1,"COUNTY",0
"14264","5.01773096447695e-314","FORT PAYNE CITY","1995","DEKALB COUNTY","FORT PAYNE",425,365,45,"STILL OPEN",0,"CITY",0
"14278","5.01773096497102e-314","FORT PAYNE CITY","1995","DEKALB COUNTY","FORT PAYNE",816,701,47,"STILL OPEN",0,"CITY",0
"14288","5.01773096546508e-314","FORT PAYNE CITY","1995","DEKALB COUNTY","FORT PAYNE",550,493,40,"STILL OPEN",0,"CITY",0
"14289","5.01773156377858e-314","FORT PAYNE CITY","1995","DEKALB COUNTY","FORT PAYNE",807,710,50,"STILL OPEN",0,"CITY",0
"12067","5.00439097712068e-314","ELMORE COUNTY","1995","ELMORE COUNTY","WETUMPKA",711,461,247,"2004",1,"COUNTY",0
"12072","5.00439115893684e-314","ELMORE COUNTY","1995","ELMORE COUNTY","WETUMPKA",1053,639,411,"2004",1,"COUNTY",0
"12085","5.00439115547838e-314","ELMORE COUNTY","1995","ELMORE COUNTY","ECLECTIC",645,541,103,"2004",1,"COUNTY",0
"12089","5.00439115794871e-314","ELMORE COUNTY","1995","ELMORE COUNTY","MILLBROOK",742,497,230,"2004",1,"COUNTY",0
"12115","5.00439115745464e-314","ELMORE COUNTY","1995","ELMORE COUNTY","MILLBROOK",791,547,240,"2004",1,"COUNTY",0
"12160","5.00439115943091e-314","ELMORE COUNTY","1995","ELMORE COUNTY","WETUMPKA",937,609,321,"2004",1,"COUNTY",0
"12161","5.00439174687496e-314","ELMORE COUNTY","1995","ELMORE COUNTY","MILLBROOK",1408,983,415,"2004",1,"COUNTY",0
"12162","5.00439180023405e-314","ELMORE COUNTY","1995","ELMORE COUNTY","ECLECTIC",828,663,158,"2004",1,"COUNTY",0
"12205","5.00439180122218e-314","ELMORE COUNTY","1995","ELMORE COUNTY","WETUMPKA",568,354,214,"2004",1,"COUNTY",0
"33995","5.10073433833017e-314","TALLASSEE CITY","1995","ELMORE COUNTY","TALLASSEE",366,291,74,"2003",1,"CITY",0
"33999","5.1007343393183e-314","TALLASSEE CITY","1995","ELMORE COUNTY","TALLASSEE",496,389,107,"2003",1,"CITY",0
"34022","5.10073451866413e-314","TALLASSEE CITY","1995","ELMORE COUNTY","TALLASSEE",865,641,220,"2003",1,"CITY",0
"6093","4.96288951869944e-314","BREWTON CITY","1995","ESCAMBIA COUNTY","BREWTON",439,244,190,"1977",1,"CITY",0
"6099","4.9628895191935e-314","BREWTON CITY","1995","ESCAMBIA COUNTY","BREWTON",442,275,161,"1977",1,"CITY",0
"6101","4.96288951820537e-314","BREWTON CITY","1995","ESCAMBIA COUNTY","BREWTON",580,310,263,"1977",1,"CITY",0
"12781","5.0073560646639e-314","ESCAMBIA COUNTY","1995","ESCAMBIA COUNTY","EAST BREWTON",428,331,96,"1977",1,"COUNTY",0
"12782","5.00735614124407e-314","ESCAMBIA COUNTY","1995","ESCAMBIA COUNTY","ATMORE",530,165,347,"1977",1,"COUNTY",0
"12853","5.00735555874068e-314","ESCAMBIA COUNTY","1995","ESCAMBIA COUNTY","ATMORE",364,118,226,"1977",1,"COUNTY",0
"12901","5.00735556368133e-314","ESCAMBIA COUNTY","1995","ESCAMBIA COUNTY","EAST BREWTON",397,301,94,"1977",1,"COUNTY",0
"12902","5.00735606367577e-314","ESCAMBIA COUNTY","1995","ESCAMBIA COUNTY","FLOMATON",486,411,65,"1977",1,"COUNTY",0
"12903","5.00735606416983e-314","ESCAMBIA COUNTY","1995","ESCAMBIA COUNTY","EAST BREWTON",454,367,80,"1977",1,"COUNTY",0
"12956","5.00735556219913e-314","ESCAMBIA COUNTY","1995","ESCAMBIA COUNTY","BREWTON",246,234,10,"1977",1,"COUNTY",0
"12969","5.00735556170507e-314","ESCAMBIA COUNTY","1995","ESCAMBIA COUNTY","HUXFORD",248,138,24,"1977",1,"COUNTY",0
"12970","5.007355561211e-314","ESCAMBIA COUNTY","1995","ESCAMBIA COUNTY","FLOMATON",331,283,44,"1977",1,"COUNTY",0
"12972","5.00735555972881e-314","ESCAMBIA COUNTY","1995","ESCAMBIA COUNTY","ATMORE",715,270,399,"1977",1,"COUNTY",0
"12976","5.00735556022287e-314","ESCAMBIA COUNTY","1995","ESCAMBIA COUNTY","ATMORE",783,297,433,"1977",1,"COUNTY",0
"1133","4.94954965732991e-314","ATTALLA CITY","1995","ETOWAH COUNTY","ATTALLA",337,288,40,"2006",1,"CITY",0
"1141","4.94954965683584e-314","ATTALLA CITY","1995","ETOWAH COUNTY","ATTALLA",539,478,55,"2006",1,"CITY",0
"1147","4.94954965584771e-314","ATTALLA CITY","1995","ETOWAH COUNTY","ATTALLA",369,288,71,"2006",1,"CITY",0
"1148","4.94954965634177e-314","ATTALLA CITY","1995","ETOWAH COUNTY","ATTALLA",761,655,100,"2006",1,"CITY",0
"13094","5.00883776160699e-314","ETOWAH COUNTY","1995","ETOWAH COUNTY","ATTALLA",228,211,17,"2007",1,"COUNTY",0
"13095","5.00883776259512e-314","ETOWAH COUNTY","1995","ETOWAH COUNTY","GADSDEN",623,551,71,"2007",1,"COUNTY",0
"13096","5.00883776308918e-314","ETOWAH COUNTY","1995","ETOWAH COUNTY","GLENCOE",492,485,5,"2007",1,"COUNTY",0
"13097","5.00883776358325e-314","ETOWAH COUNTY","1995","ETOWAH COUNTY","GLENCOE",401,398,3,"2007",1,"COUNTY",0
"13098","5.00883776407731e-314","ETOWAH COUNTY","1995","ETOWAH COUNTY","GADSDEN",511,511,0,"2007",1,"COUNTY",0
"13185","5.00883776753577e-314","ETOWAH COUNTY","1995","ETOWAH COUNTY","GADSDEN",751,744,4,"2007",1,"COUNTY",0
"13189","5.00883826209549e-314","ETOWAH COUNTY","1995","ETOWAH COUNTY","GLENCOE",419,414,5,"2007",1,"COUNTY",0
"13190","5.00883826258955e-314","ETOWAH COUNTY","1995","ETOWAH COUNTY","RAINBOW CITY",420,407,7,"2007",1,"COUNTY",0
"13191","5.00883826308362e-314","ETOWAH COUNTY","1995","ETOWAH COUNTY","GADSDEN",723,712,5,"2007",1,"COUNTY",0
"13192","5.00883833867566e-314","ETOWAH COUNTY","1995","ETOWAH COUNTY","HOKES BLUFF",410,410,0,"2007",1,"COUNTY",0
"13220","5.00883776457138e-314","ETOWAH COUNTY","1995","ETOWAH COUNTY","GADSDEN",420,420,0,"2007",1,"COUNTY",0
"13221","5.00883776506545e-314","ETOWAH COUNTY","1995","ETOWAH COUNTY","ATTALLA",240,232,3,"2007",1,"COUNTY",0
"13222","5.00883776555951e-314","ETOWAH COUNTY","1995","ETOWAH COUNTY","RAINBOW CITY",701,674,15,"2007",1,"COUNTY",0
"13223","5.00883776605358e-314","ETOWAH COUNTY","1995","ETOWAH COUNTY","GADSDEN",280,280,0,"2007",1,"COUNTY",0
"13226","5.00883776802984e-314","ETOWAH COUNTY","1995","ETOWAH COUNTY","WALNUT GROVE",430,425,3,"2007",1,"COUNTY",0
"13227","5.00883776852391e-314","ETOWAH COUNTY","1995","ETOWAH COUNTY","ALTOONA",446,438,5,"2007",1,"COUNTY",0
"14615","5.02069536526892e-314","GADSDEN CITY","1995","ETOWAH COUNTY","GADSDEN",232,34,198,"2005",1,"CITY",0
"14618","5.02069536675112e-314","GADSDEN CITY","1995","ETOWAH COUNTY","GADSDEN",538,370,168,"2005",1,"CITY",0
"14656","5.02069536576298e-314","GADSDEN CITY","1995","ETOWAH COUNTY","GADSDEN",285,47,229,"2005",1,"CITY",0
"14657","5.02069536625705e-314","GADSDEN CITY","1995","ETOWAH COUNTY","GADSDEN",590,293,287,"2005",1,"CITY",0
"14701","5.02069536724518e-314","GADSDEN CITY","1995","ETOWAH COUNTY","GADSDEN",315,297,9,"2005",1,"CITY",0
"14702","5.02069536872738e-314","GADSDEN CITY","1995","ETOWAH COUNTY","GADSDEN",752,358,377,"2005",1,"CITY",0
"14709","5.02069584253633e-314","GADSDEN CITY","1995","ETOWAH COUNTY","GADSDEN",384,109,271,"2005",1,"CITY",0
"14710","5.02069591565805e-314","GADSDEN CITY","1995","ETOWAH COUNTY","GADSDEN",418,82,302,"2005",1,"CITY",0
"14711","5.02069591615211e-314","GADSDEN CITY","1995","ETOWAH COUNTY","GADSDEN",316,73,243,"2005",1,"CITY",0
"14866","5.02069536922144e-314","GADSDEN CITY","1995","ETOWAH COUNTY","GADSDEN",476,319,156,"2005",1,"CITY",0
"14867","5.02069537020957e-314","GADSDEN CITY","1995","ETOWAH COUNTY","GADSDEN",189,168,19,"2005",1,"CITY",0
"14869","5.02069537070364e-314","GADSDEN CITY","1995","ETOWAH COUNTY","GADSDEN",316,21,287,"2005",1,"CITY",0
"14870","5.02069537119771e-314","GADSDEN CITY","1995","ETOWAH COUNTY","GADSDEN",353,314,39,"2005",1,"CITY",0
"14871","5.02069537169177e-314","GADSDEN CITY","1995","ETOWAH COUNTY","GADSDEN",432,79,348,"2005",1,"CITY",0
"14881","5.02069537218584e-314","GADSDEN CITY","1995","ETOWAH COUNTY","GADSDEN",256,242,10,"2005",1,"CITY",0
"13898","5.01328436674746e-314","FAYETTE COUNTY","1995","FAYETTE COUNTY","FAYETTE",499,385,114,"STILL OPEN",0,"COUNTY",0
"13912","5.01328436773559e-314","FAYETTE COUNTY","1995","FAYETTE COUNTY","FAYETTE",379,373,6,"STILL OPEN",0,"COUNTY",0
"13914","5.01328485636652e-314","FAYETTE COUNTY","1995","FAYETTE COUNTY","FAYETTE",892,651,238,"STILL OPEN",0,"COUNTY",0
"13916","5.01328499124644e-314","FAYETTE COUNTY","1995","FAYETTE COUNTY","FAYETTE",534,413,121,"STILL OPEN",0,"COUNTY",0
"13940","5.01328485537839e-314","FAYETTE COUNTY","1995","FAYETTE COUNTY","BERRY",342,324,18,"STILL OPEN",0,"COUNTY",0
"13961","5.01328436575933e-314","FAYETTE COUNTY","1995","FAYETTE COUNTY","BERRY",290,278,12,"STILL OPEN",0,"COUNTY",0
"14327","5.01921316635513e-314","FRANKLIN COUNTY","1995","FRANKLIN COUNTY","RUSSELLVILLE",334,295,0,"STILL OPEN",0,"COUNTY",0
"14334","5.0192131638848e-314","FRANKLIN COUNTY","1995","FRANKLIN COUNTY","PHIL CAMPBELL",186,185,0,"STILL OPEN",0,"COUNTY",0
"14337","5.0192131668492e-314","FRANKLIN COUNTY","1995","FRANKLIN COUNTY","VINA",305,301,0,"STILL OPEN",0,"COUNTY",0
"14348","5.019213165367e-314","FRANKLIN COUNTY","1995","FRANKLIN COUNTY","RED BAY",934,916,14,"STILL OPEN",0,"COUNTY",0
"14375","5.01921316339074e-314","FRANKLIN COUNTY","1995","FRANKLIN COUNTY","RUSSELLVILLE",469,468,0,"STILL OPEN",0,"COUNTY",0
"14377","5.01921316487293e-314","FRANKLIN COUNTY","1995","FRANKLIN COUNTY","PHIL CAMPBELL",997,990,0,"STILL OPEN",0,"COUNTY",0
"30970","5.08443012508117e-314","RUSSELLVILLE CITY","1995","FRANKLIN COUNTY","RUSSELLVILLE",563,487,69,"STILL OPEN",0,"CITY",0
"30972","5.0844301260693e-314","RUSSELLVILLE CITY","1995","FRANKLIN COUNTY","RUSSELLVILLE",784,676,97,"STILL OPEN",0,"CITY",0
"30975","5.08443012557524e-314","RUSSELLVILLE CITY","1995","FRANKLIN COUNTY","RUSSELLVILLE",671,575,77,"STILL OPEN",0,"CITY",0
"31024","5.0844301245871e-314","RUSSELLVILLE CITY","1995","FRANKLIN COUNTY","RUSSELLVILLE",381,324,46,"STILL OPEN",0,"CITY",0
"14962","5.02168350446565e-314","GENEVA CITY","1995","GENEVA COUNTY","GENEVA",427,355,72,"1974",1,"CITY",0
"14963","5.02168350495972e-314","GENEVA CITY","1995","GENEVA COUNTY","GENEVA",730,602,116,"1974",1,"CITY",0
"14968","5.0216841077198e-314","GENEVA CITY","1995","GENEVA COUNTY","GENEVA",403,335,67,"1974",1,"CITY",0
"14985","5.02267224148182e-314","GENEVA COUNTY","1995","GENEVA COUNTY","SLOCOMB",474,380,76,"2002",1,"COUNTY",0
"14991","5.02267224197588e-314","GENEVA COUNTY","1995","GENEVA COUNTY","SLOCOMB",222,188,24,"2002",1,"COUNTY",0
"15000","5.02267210610783e-314","GENEVA COUNTY","1995","GENEVA COUNTY","SLOCOMB",316,268,42,"2002",1,"COUNTY",0
"15001","5.02267223061237e-314","GENEVA COUNTY","1995","GENEVA COUNTY","SAMSON",364,296,67,"2002",1,"COUNTY",0
"15015","5.02267223110644e-314","GENEVA COUNTY","1995","GENEVA COUNTY","SAMSON",208,164,43,"2002",1,"COUNTY",0
"15045","5.02267224049368e-314","GENEVA COUNTY","1995","GENEVA COUNTY","HARTFORD",382,282,95,"2002",1,"COUNTY",0
"15046","5.02267224098775e-314","GENEVA COUNTY","1995","GENEVA COUNTY","HARTFORD",214,164,50,"2002",1,"COUNTY",0
"15077","5.02267163723953e-314","GENEVA COUNTY","1995","GENEVA COUNTY","HARTFORD",228,180,48,"2002",1,"COUNTY",0
"15079","5.0226716377336e-314","GENEVA COUNTY","1995","GENEVA COUNTY","SAMSON",261,201,57,"2002",1,"COUNTY",0
"15313","5.02366023789358e-314","GREENE COUNTY","1995","GREENE COUNTY","EUTAW",673,1,672,"2003",1,"COUNTY",0
"15324","5.02365977149561e-314","GREENE COUNTY","1995","GREENE COUNTY","EUTAW",588,1,586,"2003",1,"COUNTY",0
"15325","5.02365977248374e-314","GREENE COUNTY","1995","GREENE COUNTY","BOLIGEE",764,0,762,"2003",1,"COUNTY",0
"15523","5.02514197436192e-314","HALE COUNTY","1995","HALE COUNTY","MOUNDVILLE",391,228,160,"1982",1,"COUNTY",0
"15590","5.02514197337379e-314","HALE COUNTY","1995","HALE COUNTY","GREENSBORO",708,328,379,"1982",1,"COUNTY",0
"15631","5.02514197287972e-314","HALE COUNTY","1995","HALE COUNTY","GREENSBORO",964,0,964,"1982",1,"COUNTY",0
"15634","5.02514197485598e-314","HALE COUNTY","1995","HALE COUNTY","MOUNDVILLE",488,298,186,"1982",1,"COUNTY",0
"15635","5.02514197633818e-314","HALE COUNTY","1995","HALE COUNTY","NEWBERN",437,0,437,"1982",1,"COUNTY",0
"15636","5.02514243581923e-314","HALE COUNTY","1995","HALE COUNTY","AKRON",225,0,225,"1982",1,"COUNTY",0
"15679","5.0251424363133e-314","HALE COUNTY","1995","HALE COUNTY","AKRON",257,2,255,"1982",1,"COUNTY",0
"16053","5.0266241777223e-314","HENRY COUNTY","1995","HENRY COUNTY","ABBEVILLE",350,133,213,"2006",1,"COUNTY",0
"16067","5.02662417821636e-314","HENRY COUNTY","1995","HENRY COUNTY","ABBEVILLE",660,234,414,"2006",1,"COUNTY",0
"16068","5.02662417871043e-314","HENRY COUNTY","1995","HENRY COUNTY","HEADLAND",645,380,265,"2006",1,"COUNTY",0
